id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40669,Condo in Jersey City · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,175412,Skyy,,Ward C (councilmember Richard Boggiano),40.73724,-74.0531,Private room,128,3,11,2023-09-10,0.07,1,57,1,
215768,Home in Jersey City · ★4.77 · 1 bedroom · 2 beds · 1 bath,846837,Charlaine,,Ward F (councilmember Jermaine D. Robinson),40.71438,-74.0581,Entire home/apt,139,5,171,2023-09-13,1.17,2,285,17,STR20-00055
254245,Home in Jersey City · ★4.76 · 1 bedroom · 1 bed · 1 bath,846837,Charlaine,,Ward F (councilmember Jermaine D. Robinson),40.71162,-74.06179,Entire home/apt,139,5,126,2023-06-24,0.88,2,303,8,STR20-00055
269266,Rental unit in Jersey City · ★4.36 · 2 bedrooms · 3 beds · 1 bath,1410590,Magda,,Ward F (councilmember Jermaine D. Robinson),40.71135,-74.06374,Entire home/apt,136,3,418,2023-09-02,2.91,11,314,18,
270245,Townhouse in Jersey City · ★4.55 · 1 bedroom · 1 bed · 1 private bath,1410590,Magda,,Ward F (councilmember Jermaine D. Robinson),40.7134,-74.06489,Private room,56,3,296,2023-08-28,2.07,11,279,25,
271255,Townhouse in Jersey City · ★4.41 · 1 bedroom · 3 beds · 1 private bath,1410590,Magda,,Ward F (councilmember Jermaine D. Robinson),40.71161,-74.06327,Private room,71,2,352,2023-09-03,2.53,11,283,39,
508581,Rental unit in Jersey City · ★4.46 · 1 bedroom · 2 beds · 1 bath,2506890,Zachary,,Ward E (councilmember James Solomon),40.71987,-74.04472,Entire home/apt,142,28,58,2022-04-30,0.43,1,200,0,
675483,Townhouse in Jersey City · ★4.77 · 1 bedroom · 1 bed · 1 private bath,2259684,Leigh,,Ward E (councilmember James Solomon),40.72315,-74.04179,Private room,100,3,385,2023-09-10,2.87,1,14,29,
810860,Rental unit in Jersey City · ★5.0 · 1 bedroom · 2 beds · 1 bath,3530754,Laura,,Ward C (councilmember Richard Boggiano),40.72617,-74.06481,Entire home/apt,100,28,5,2023-05-26,0.09,1,271,1,
818075,Guest suite in Jersey City · ★4.93 · 2 bedrooms · 2 beds · 1 bath,4296829,Harriet,,Ward C (councilmember Richard Boggiano),40.74086,-74.04921,Entire home/apt,105,3,167,2023-09-14,1.29,1,213,21,
938292,Rental unit in Jersey City · ★4.74 · 1 bedroom · 3 beds · 1 bath,1450378,Alfredo,,Ward E (councilmember James Solomon),40.72371,-74.04931,Entire home/apt,89,29,19,2023-07-29,0.22,2,278,5,
971427,Rental unit in Jersey City · ★4.75 · 1 bedroom · 2 beds · 1 bath,4318265,Bob & Francois,,Ward E (councilmember James Solomon),40.71839,-74.04522,Entire home/apt,155,5,314,2023-08-29,2.46,2,105,32,
1014258,Condo in Jersey City · ★4.60 · 2 bedrooms · 3 beds · 1 bath,5579774,Shannon,,Ward C (councilmember Richard Boggiano),40.73619,-74.05135,Entire home/apt,110,180,10,2022-05-18,0.09,1,200,0,
1276863,Rental unit in Jersey City · ★4.78 · 2 bedrooms · 2 beds · 2 baths,6949940,Beata,,Ward E (councilmember James Solomon),40.7136,-74.03538,Entire home/apt,135,60,145,2019-09-13,1.17,1,142,0,
